,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Cloud Type,Solar Zenith Angle,Surface Albedo,Wind Direction,Pressure,Relative Humidity,Precipitable Water
2015-01-01 00:00:00,2015,1,1,0,0,0,0,0,1.6,-3,0,163.68,0.129,254.0,1000,73.5,0.378
2015-01-01 00:30:00,2015,1,1,0,30,0,0,0,1.6,-3,0,163.45000000000002,0.129,254.0,1000,73.5,0.381
2015-01-01 01:00:00,2015,1,1,1,0,0,0,0,1.6,-3,0,160.95000000000002,0.129,242.9,1000,73.68,0.385
2015-01-01 01:30:00,2015,1,1,1,30,0,0,0,1.6,-3,0,156.92000000000002,0.129,242.9,1000,73.67,0.382
2015-01-01 02:00:00,2015,1,1,2,0,0,0,0,1.7000000000000002,-3,0,152.03,0.129,235.4,1000,73.72,0.38
2015-01-01 02:30:00,2015,1,1,2,30,0,0,0,1.7000000000000002,-3,0,146.67000000000002,0.129,235.4,1000,73.71000000000001,0.38
2015-01-01 03:00:00,2015,1,1,3,0,0,0,0,1.7000000000000002,-3,0,141.06,0.129,234.2,1000,74.27,0.38
2015-01-01 03:30:00,2015,1,1,3,30,0,0,0,1.6,-3,0,135.31,0.129,234.2,1000,74.25,0.381
2015-01-01 04:00:00,2015,1,1,4,0,0,0,0,1.6,-4,0,129.51,0.129,232.1,1000,80.47,0.382
2015-01-01 04:30:00,2015,1,1,4,30,0,0,0,1.6,-4,0,123.69,0.129,232.1,1000,80.46000000000001,0.386
2015-01-01 05:00:00,2015,1,1,5,0,0,0,0,1.7000000000000002,-4,0,117.91,0.129,228.4,1000,80.60000000000001,0.391
2015-01-01 05:30:00,2015,1,1,5,30,0,0,0,1.8,-4,0,112.18,0.129,228.4,1000,80.62,0.399
2015-01-01 06:00:00,2015,1,1,6,0,0,0,0,1.9,-4,0,106.55,0.129,226.6,1000,80.63,0.408
2015-01-01 06:30:00,2015,1,1,6,30,0,0,0,2.0,-4,0,101.04,0.129,226.6,1000,80.64,0.41
2015-01-01 07:00:00,2015,1,1,7,0,0,0,0,2.1,-4,0,95.68,0.129,223.6,1000,80.77,0.413
2015-01-01 07:30:00,2015,1,1,7,30,0,0,0,2.4000000000000004,-3,0,90.52,0.129,223.6,1000,74.96000000000001,0.41
2015-01-01 08:00:00,2015,1,1,8,0,57,24,423,2.7,-2,0,85.60000000000001,0.129,220.0,1000,70.54,0.408
2015-01-01 08:30:00,2015,1,1,8,30,135,39,612,3.0,-1,0,80.96000000000001,0.129,220.0,1000,65.55,0.41
2015-01-01 09:00:00,2015,1,1,9,0,217,49,728,3.3000000000000003,0,0,76.67,0.129,226.7,1000,58.35,0.413
2015-01-01 09:30:00,2015,1,1,9,30,293,56,801,3.5,0,0,72.79,0.129,226.7,1000,58.34,0.417
2015-01-01 10:00:00,2015,1,1,10,0,360,60,852,3.7,1,0,69.4,0.129,233.7,1000,51.66,0.422
2015-01-01 10:30:00,2015,1,1,10,30,416,64,885,3.7,1,0,66.57000000000001,0.129,233.7,1000,51.620000000000005,0.424
2015-01-01 11:00:00,2015,1,1,11,0,459,65,912,3.8,2,0,64.38,0.129,236.2,1000,49.68,0.427
2015-01-01 11:30:00,2015,1,1,11,30,488,66,925,3.8,2,0,62.9,0.129,236.2,1000,49.64,0.427
2015-01-01 12:00:00,2015,1,1,12,0,502,67,933,3.8,3,0,62.18,0.129,235.7,1000,48.39,0.427
2015-01-01 12:30:00,2015,1,1,12,30,501,67,932,3.7,3,0,62.24,0.129,235.7,1000,48.36,0.431
2015-01-01 13:00:00,2015,1,1,13,0,484,67,920,3.7,3,0,63.1,0.129,234.6,1000,47.41,0.435
2015-01-01 13:30:00,2015,1,1,13,30,452,65,905,3.4000000000000004,3,0,64.7,0.129,234.6,1000,47.39,0.444
2015-01-01 14:00:00,2015,1,1,14,0,340,96,623,3.1,4,4,67.0,0.129,231.0,1000,50.9,0.453
2015-01-01 14:30:00,2015,1,1,14,30,281,94,546,2.4000000000000004,3,4,69.93,0.129,231.0,1000,54.6,0.469
2015-01-01 15:00:00,2015,1,1,15,0,279,55,783,1.8,3,0,73.41,0.129,225.2,1000,63.190000000000005,0.486
2015-01-01 15:30:00,2015,1,1,15,30,201,48,703,1.7000000000000002,1,0,77.36,0.129,225.2,1000,72.86,0.505
2015-01-01 16:00:00,2015,1,1,16,0,120,37,580,1.6,0,0,81.72,0.129,224.1,1000,77.73,0.525
2015-01-01 16:30:00,2015,1,1,16,30,44,21,370,1.7000000000000002,0,0,86.4,0.129,224.1,1000,77.74,0.55
2015-01-01 17:00:00,2015,1,1,17,0,0,0,0,1.9,0,0,91.37,0.129,230.2,1000,75.01,0.5760000000000001
2015-01-01 17:30:00,2015,1,1,17,30,0,0,0,1.9,0,0,96.57,0.129,230.2,1000,75.03,0.602
2015-01-01 18:00:00,2015,1,1,18,0,0,0,0,2.0,0,0,101.95,0.129,237.6,1000,77.28,0.628
2015-01-01 18:30:00,2015,1,1,18,30,0,0,0,1.9,0,0,107.49,0.129,237.6,1000,77.29,0.641
2015-01-01 19:00:00,2015,1,1,19,0,0,0,0,1.8,0,0,113.14,0.129,242.3,1000,78.97,0.655
2015-01-01 19:30:00,2015,1,1,19,30,0,0,0,1.7000000000000002,0,0,118.87,0.129,242.3,1000,78.97,0.654
2015-01-01 20:00:00,2015,1,1,20,0,0,0,0,1.7000000000000002,0,4,124.66,0.129,245.0,1000,80.19,0.654
2015-01-01 20:30:00,2015,1,1,20,30,0,0,0,1.6,0,0,130.48,0.129,245.0,1000,80.2,0.646
2015-01-01 21:00:00,2015,1,1,21,0,0,0,0,1.6,-1,4,136.27,0.129,246.2,1000,86.79,0.639
2015-01-01 21:30:00,2015,1,1,21,30,0,0,0,1.5,-1,4,142.0,0.129,246.2,1000,86.81,0.631
2015-01-01 22:00:00,2015,1,1,22,0,0,0,0,1.5,-1,0,147.57,0.129,249.1,1000,87.55,0.623
2015-01-01 22:30:00,2015,1,1,22,30,0,0,0,1.4,-1,4,152.86,0.129,249.1,1000,87.55,0.613
2015-01-01 23:00:00,2015,1,1,23,0,0,0,0,1.4,-1,8,157.63,0.129,255.8,1000,87.78,0.604
2015-01-01 23:30:00,2015,1,1,23,30,0,0,0,1.3,-1,4,161.44,0.129,255.8,1000,87.78,0.602
2015-01-02 00:00:00,2015,1,2,0,0,0,0,0,1.3,-1,4,163.59,0.129,260.8,1000,87.93,0.6
2015-01-02 00:30:00,2015,1,2,0,30,0,0,0,1.3,-1,4,163.39,0.129,260.8,1000,87.95,0.608
2015-01-02 01:00:00,2015,1,2,1,0,0,0,0,1.3,-1,4,160.93,0.129,264.40000000000003,1000,87.15,0.616
2015-01-02 01:30:00,2015,1,2,1,30,0,0,0,1.3,-1,4,156.93,0.129,264.40000000000003,1000,87.16,0.63
2015-01-02 02:00:00,2015,1,2,2,0,0,0,0,1.3,-1,1,152.05,0.129,264.90000000000003,1000,86.62,0.644
2015-01-02 02:30:00,2015,1,2,2,30,0,0,0,1.3,-1,4,146.71,0.129,264.90000000000003,1000,86.63,0.659
2015-01-02 03:00:00,2015,1,2,3,0,0,0,0,1.3,-1,4,141.1,0.129,263.1,1000,84.92,0.674
2015-01-02 03:30:00,2015,1,2,3,30,0,0,0,1.3,-1,4,135.36,0.129,263.1,1000,84.95,0.7010000000000001
2015-01-02 04:00:00,2015,1,2,4,0,0,0,0,1.4,-1,7,129.55,0.129,264.2,1000,84.2,0.728
2015-01-02 04:30:00,2015,1,2,4,30,0,0,0,1.3,-1,7,123.74,0.129,264.2,1000,84.24,0.765
2015-01-02 05:00:00,2015,1,2,5,0,0,0,0,1.3,-1,7,117.95,0.129,269.2,1000,83.35000000000001,0.802
2015-01-02 05:30:00,2015,1,2,5,30,0,0,0,1.2000000000000002,-1,7,112.23,0.129,269.2,1000,83.38,0.8220000000000001
2015-01-02 06:00:00,2015,1,2,6,0,0,0,0,1.2000000000000002,-2,7,106.59,0.129,275.40000000000003,1000,88.92,0.842
2015-01-02 06:30:00,2015,1,2,6,30,0,0,0,1.2000000000000002,-2,4,101.07,0.129,275.40000000000003,1000,88.96000000000001,0.864
2015-01-02 07:00:00,2015,1,2,7,0,0,0,0,1.2000000000000002,-2,7,95.71,0.129,277.90000000000003,1000,88.94,0.886
2015-01-02 07:30:00,2015,1,2,7,30,0,0,0,1.3,-1,7,90.54,0.129,277.90000000000003,1000,82.7,0.927
2015-01-02 08:00:00,2015,1,2,8,0,38,28,133,1.5,0,7,85.61,0.129,282.8,1000,83.18,0.969
2015-01-02 08:30:00,2015,1,2,8,30,93,53,256,1.7000000000000002,0,7,80.97,0.129,282.8,1010,77.43,1.004
2015-01-02 09:00:00,2015,1,2,9,0,137,85,225,1.9,1,4,76.67,0.129,286.2,1010,73.34,1.039
2015-01-02 09:30:00,2015,1,2,9,30,213,98,387,2.0,2,7,72.78,0.129,286.2,1010,73.36,1.042
2015-01-02 10:00:00,2015,1,2,10,0,273,112,456,2.2,3,7,69.37,0.129,286.3,1010,67.96000000000001,1.046
2015-01-02 10:30:00,2015,1,2,10,30,303,142,403,2.2,3,7,66.53,0.129,286.3,1010,67.94,1.026
2015-01-02 11:00:00,2015,1,2,11,0,356,140,498,2.3000000000000003,4,7,64.33,0.129,285.0,1010,61.78,1.006
2015-01-02 11:30:00,2015,1,2,11,30,367,160,455,2.4000000000000004,4,7,62.83,0.129,285.0,1010,61.77,1.029
2015-01-02 12:00:00,2015,1,2,12,0,363,177,398,2.5,5,7,62.1,0.129,276.1,1010,57.71,1.051
2015-01-02 12:30:00,2015,1,2,12,30,315,202,242,2.4000000000000004,5,6,62.15,0.129,276.1,1010,57.71,1.086
2015-01-02 13:00:00,2015,1,2,13,0,344,175,371,2.3000000000000003,5,7,62.99,0.129,274.1,1010,58.64,1.122
2015-01-02 13:30:00,2015,1,2,13,30,365,125,557,1.9,5,7,64.59,0.129,274.1,1010,58.64,1.106
2015-01-02 14:00:00,2015,1,2,14,0,283,149,339,1.6,5,7,66.88,0.129,274.1,1010,61.8,1.091
2015-01-02 14:30:00,2015,1,2,14,30,244,126,342,1.2000000000000002,4,7,69.8,0.129,274.1,1010,66.3,1.061
2015-01-02 15:00:00,2015,1,2,15,0,217,86,453,0.8,4,8,73.28,0.129,265.6,1010,75.83,1.032
2015-01-02 15:30:00,2015,1,2,15,30,132,81,233,0.9,2,8,77.23,0.129,265.6,1010,87.36,1.0
2015-01-02 16:00:00,2015,1,2,16,0,79,54,170,1.0,1,7,81.58,0.129,254.1,1010,78.96000000000001,0.969
2015-01-02 16:30:00,2015,1,2,16,30,29,24,83,1.0,1,4,86.26,0.129,254.1,1010,78.97,0.942
2015-01-02 17:00:00,2015,1,2,17,0,0,0,0,1.0,1,7,91.23,0.129,250.9,1010,73.41,0.915
2015-01-02 17:30:00,2015,1,2,17,30,0,0,0,1.0,1,7,96.43,0.129,250.9,1010,73.44,0.9
2015-01-02 18:00:00,2015,1,2,18,0,0,0,0,1.0,1,7,101.81,0.129,242.0,1010,75.25,0.886
2015-01-02 18:30:00,2015,1,2,18,30,0,0,0,1.0,1,7,107.35,0.129,242.0,1010,75.27,0.876
2015-01-02 19:00:00,2015,1,2,19,0,0,0,0,1.1,1,4,113.0,0.129,246.5,1010,74.16,0.866
2015-01-02 19:30:00,2015,1,2,19,30,0,0,0,1.0,1,7,118.73,0.129,246.5,1010,74.17,0.853
2015-01-02 20:00:00,2015,1,2,20,0,0,0,0,1.0,1,7,124.52,0.129,268.40000000000003,1010,70.98,0.841
2015-01-02 20:30:00,2015,1,2,20,30,0,0,0,1.0,1,7,130.34,0.129,268.40000000000003,1010,70.98,0.8280000000000001
2015-01-02 21:00:00,2015,1,2,21,0,0,0,0,1.0,1,7,136.13,0.129,311.20000000000005,1010,70.27,0.8150000000000001
2015-01-02 21:30:00,2015,1,2,21,30,0,0,0,1.0,0,7,141.86,0.129,311.20000000000005,1010,75.52,0.81
2015-01-02 22:00:00,2015,1,2,22,0,0,0,0,1.1,0,7,147.43,0.129,356.0,1010,75.82000000000001,0.805
2015-01-02 22:30:00,2015,1,2,22,30,0,0,0,1.1,0,4,152.72,0.129,356.0,1010,75.83,0.8180000000000001
2015-01-02 23:00:00,2015,1,2,23,0,0,0,0,1.2000000000000002,0,7,157.49,0.129,15.7,1010,76.77,0.8320000000000001
2015-01-02 23:30:00,2015,1,2,23,30,0,0,0,1.1,0,7,161.31,0.129,15.7,1010,76.77,0.868
2015-01-03 00:00:00,2015,1,3,0,0,0,0,0,1.1,-1,7,163.48,0.129,32.300000000000004,1010,83.46000000000001,0.905
2015-01-03 00:30:00,2015,1,3,0,30,0,0,0,1.1,-1,4,163.32,0.129,32.300000000000004,1010,83.45,0.979
2015-01-03 01:00:00,2015,1,3,1,0,0,0,0,1.1,-1,0,160.9,0.129,52.400000000000006,1010,85.68,1.054
2015-01-03 01:30:00,2015,1,3,1,30,0,0,0,1.1,-1,0,156.93,0.129,52.400000000000006,1010,79.69,1.156
2015-01-03 02:00:00,2015,1,3,2,0,0,0,0,1.1,-1,0,152.07,0.129,66.60000000000001,1010,82.36,1.258
2015-01-03 02:30:00,2015,1,3,2,30,0,0,0,1.1,-1,4,146.73,0.129,66.60000000000001,1010,82.37,1.374
2015-01-03 03:00:00,2015,1,3,3,0,0,0,0,1.2000000000000002,-1,7,141.13,0.129,78.9,1010,83.84,1.49
2015-01-03 03:30:00,2015,1,3,3,30,0,0,0,1.2000000000000002,0,4,135.4,0.129,78.9,1010,83.85000000000001,1.601
2015-01-03 04:00:00,2015,1,3,4,0,0,0,0,1.3,0,4,129.59,0.129,85.30000000000001,1010,85.52,1.713
2015-01-03 04:30:00,2015,1,3,4,30,0,0,0,1.3,0,7,123.78,0.129,85.30000000000001,1010,85.53,1.818
2015-01-03 05:00:00,2015,1,3,5,0,0,0,0,1.4,0,7,117.99,0.129,90.9,1010,87.74,1.923
2015-01-03 05:30:00,2015,1,3,5,30,0,0,0,1.4,0,7,112.26,0.129,90.9,1010,87.74,2.003
2015-01-03 06:00:00,2015,1,3,6,0,0,0,0,1.5,0,7,106.62,0.129,98.6,1010,89.75,2.083
2015-01-03 06:30:00,2015,1,3,6,30,0,0,0,1.5,0,7,101.1,0.129,98.6,1010,89.75,2.11
2015-01-03 07:00:00,2015,1,3,7,0,0,0,0,1.5,0,7,95.73,0.129,108.9,1010,91.97,2.138
2015-01-03 07:30:00,2015,1,3,7,30,0,0,0,1.7000000000000002,0,6,90.55,0.129,108.9,1010,92.0,2.137
2015-01-03 08:00:00,2015,1,3,8,0,11,11,0,1.9,0,7,85.62,0.129,115.7,1010,96.34,2.137
2015-01-03 08:30:00,2015,1,3,8,30,29,29,0,2.0,0,7,80.96000000000001,0.129,115.7,1010,96.35,2.124
2015-01-03 09:00:00,2015,1,3,9,0,32,32,0,2.1,1,7,76.65,0.129,123.1,1010,93.58,2.112
2015-01-03 09:30:00,2015,1,3,9,30,13,13,0,2.4000000000000004,1,7,72.75,0.129,123.1,1010,93.55,2.131
2015-01-03 10:00:00,2015,1,3,10,0,26,26,0,2.7,1,6,69.34,0.129,126.8,1010,96.22,2.15
2015-01-03 10:30:00,2015,1,3,10,30,49,49,0,2.9000000000000004,1,6,66.48,0.129,126.8,1010,96.15,2.222
2015-01-03 11:00:00,2015,1,3,11,0,41,41,0,3.1,2,6,64.26,0.129,130.0,1010,91.9,2.295
2015-01-03 11:30:00,2015,1,3,11,30,76,76,0,3.1,2,6,62.75,0.129,130.0,1010,91.82,2.39
2015-01-03 12:00:00,2015,1,3,12,0,34,34,0,3.1,2,7,62.01,0.129,133.20000000000002,1010,95.0,2.486
2015-01-03 12:30:00,2015,1,3,12,30,133,133,0,2.8000000000000003,2,7,62.05,0.129,133.20000000000002,1010,94.94,2.523
2015-01-03 13:00:00,2015,1,3,13,0,126,126,0,2.5,2,7,62.88,0.129,138.4,1010,98.02,2.56
2015-01-03 13:30:00,2015,1,3,13,30,75,75,0,2.3000000000000003,2,6,64.46000000000001,0.129,138.4,1010,97.99,2.5460000000000003
2015-01-03 14:00:00,2015,1,3,14,0,34,34,0,2.2,2,4,66.75,0.129,147.3,1010,100.0,2.5340000000000003
2015-01-03 14:30:00,2015,1,3,14,30,138,131,20,1.9,2,7,69.67,0.129,147.3,1010,100.0,2.547
2015-01-03 15:00:00,2015,1,3,15,0,46,46,0,1.6,2,7,73.14,0.129,144.70000000000002,1010,100.0,2.561
2015-01-03 15:30:00,2015,1,3,15,30,26,26,0,1.3,1,7,77.09,0.129,144.70000000000002,1000,100.0,2.642
2015-01-03 16:00:00,2015,1,3,16,0,15,15,0,1.1,1,7,81.44,0.129,134.1,1000,100.0,2.723
2015-01-03 16:30:00,2015,1,3,16,30,5,5,0,1.1,1,7,86.12,0.129,134.1,1000,100.0,2.794
2015-01-03 17:00:00,2015,1,3,17,0,0,0,0,1.2000000000000002,1,6,91.09,0.129,131.9,1000,100.0,2.866
2015-01-03 17:30:00,2015,1,3,17,30,0,0,0,1.2000000000000002,1,7,96.29,0.129,131.9,1000,100.0,2.9290000000000003
2015-01-03 18:00:00,2015,1,3,18,0,0,0,0,1.3,1,7,101.67,0.129,135.5,1000,100.0,2.993
2015-01-03 18:30:00,2015,1,3,18,30,0,0,0,1.2000000000000002,1,6,107.2,0.129,135.5,1000,100.0,3.028
2015-01-03 19:00:00,2015,1,3,19,0,0,0,0,1.2000000000000002,1,7,112.85,0.129,145.9,1000,100.0,3.063
2015-01-03 19:30:00,2015,1,3,19,30,0,0,0,1.1,1,6,118.59,0.129,145.9,1000,100.0,3.121
2015-01-03 20:00:00,2015,1,3,20,0,0,0,0,1.1,2,6,124.38,0.129,162.20000000000002,1000,100.0,3.1790000000000003
2015-01-03 20:30:00,2015,1,3,20,30,0,0,0,1.2000000000000002,2,6,130.2,0.129,162.20000000000002,1000,100.0,3.271
2015-01-03 21:00:00,2015,1,3,21,0,0,0,0,1.3,2,6,135.99,0.129,187.1,1000,100.0,3.363
2015-01-03 21:30:00,2015,1,3,21,30,0,0,0,1.2000000000000002,2,6,141.71,0.129,187.1,1000,100.0,3.367
2015-01-03 22:00:00,2015,1,3,22,0,0,0,0,1.2000000000000002,2,6,147.29,0.129,196.6,1000,100.0,3.371
2015-01-03 22:30:00,2015,1,3,22,30,0,0,0,1.2000000000000002,2,6,152.58,0.129,196.6,1000,100.0,3.23
2015-01-03 23:00:00,2015,1,3,23,0,0,0,0,1.2000000000000002,2,7,157.35,0.129,184.5,1000,100.0,3.089
2015-01-03 23:30:00,2015,1,3,23,30,0,0,0,1.2000000000000002,2,7,161.18,0.129,184.5,1000,100.0,3.009
2015-01-04 00:00:00,2015,1,4,0,0,0,0,0,1.4,2,6,163.36,0.129,189.2,1000,100.0,2.9290000000000003
2015-01-04 00:30:00,2015,1,4,0,30,0,0,0,1.4,2,6,163.25,0.129,189.2,1000,100.0,2.971
2015-01-04 01:00:00,2015,1,4,1,0,0,0,0,1.5,2,6,160.87,0.129,193.4,1000,100.0,3.014
2015-01-04 01:30:00,2015,1,4,1,30,0,0,0,1.6,2,4,156.92000000000002,0.129,193.4,1000,100.0,3.065
2015-01-04 02:00:00,2015,1,4,2,0,0,0,0,1.7000000000000002,2,4,152.08,0.129,194.0,1000,100.0,3.117
2015-01-04 02:30:00,2015,1,4,2,30,0,0,0,1.7000000000000002,2,7,146.76,0.129,194.0,1000,100.0,3.16
2015-01-04 03:00:00,2015,1,4,3,0,0,0,0,1.8,3,7,141.16,0.129,196.7,1000,100.0,3.204
2015-01-04 03:30:00,2015,1,4,3,30,0,0,0,1.7000000000000002,3,7,135.43,0.129,196.7,990,100.0,3.282
2015-01-04 04:00:00,2015,1,4,4,0,0,0,0,1.7000000000000002,3,7,129.63,0.129,193.6,990,100.0,3.361
2015-01-04 04:30:00,2015,1,4,4,30,0,0,0,1.6,3,7,123.81,0.129,193.6,990,100.0,3.434
2015-01-04 05:00:00,2015,1,4,5,0,0,0,0,1.5,3,7,118.02,0.129,188.7,990,100.0,3.507
2015-01-04 05:30:00,2015,1,4,5,30,0,0,0,1.6,3,7,112.29,0.129,188.7,990,100.0,3.552
2015-01-04 06:00:00,2015,1,4,6,0,0,0,0,1.7000000000000002,3,7,106.64,0.129,191.8,990,100.0,3.597
2015-01-04 06:30:00,2015,1,4,6,30,0,0,0,1.7000000000000002,3,7,101.12,0.129,191.8,990,100.0,3.552
2015-01-04 07:00:00,2015,1,4,7,0,0,0,0,1.8,4,7,95.75,0.129,193.3,990,100.0,3.508
2015-01-04 07:30:00,2015,1,4,7,30,0,0,0,2.6,5,7,90.56,0.129,193.3,990,100.0,3.268
2015-01-04 08:00:00,2015,1,4,8,0,13,13,0,3.4000000000000004,6,7,85.62,0.129,204.4,990,100.0,3.029
2015-01-04 08:30:00,2015,1,4,8,30,32,32,0,3.8,7,7,80.95,0.129,204.4,990,99.16,2.898
2015-01-04 09:00:00,2015,1,4,9,0,91,86,23,4.2,8,7,76.63,0.129,205.6,990,100.0,2.768
2015-01-04 09:30:00,2015,1,4,9,30,17,17,0,4.3,9,7,72.72,0.129,205.6,990,99.03,2.809
2015-01-04 10:00:00,2015,1,4,10,0,82,82,0,4.5,10,6,69.29,0.129,208.9,990,100.0,2.85
2015-01-04 10:30:00,2015,1,4,10,30,92,92,0,4.1000000000000005,10,7,66.42,0.129,208.9,990,96.36,2.9250000000000003
2015-01-04 11:00:00,2015,1,4,11,0,110,110,0,3.8,11,7,64.19,0.129,202.1,990,97.73,3.001
2015-01-04 11:30:00,2015,1,4,11,30,143,143,0,4.0,11,6,62.67,0.129,202.1,990,97.68,2.944
2015-01-04 12:00:00,2015,1,4,12,0,79,79,0,4.3,12,6,61.91,0.129,209.8,990,97.22,2.888
2015-01-04 12:30:00,2015,1,4,12,30,83,83,0,3.9,12,6,61.940000000000005,0.129,209.8,990,97.19,2.845
2015-01-04 13:00:00,2015,1,4,13,0,103,103,0,3.5,13,6,62.76,0.129,210.7,990,98.87,2.803
2015-01-04 13:30:00,2015,1,4,13,30,89,89,0,3.0,12,6,64.34,0.129,210.7,990,100.0,2.802
2015-01-04 14:00:00,2015,1,4,14,0,87,87,0,2.5,12,6,66.62,0.129,214.1,990,100.0,2.801
2015-01-04 14:30:00,2015,1,4,14,30,21,21,0,2.4000000000000004,11,6,69.53,0.129,214.1,990,100.0,2.764
2015-01-04 15:00:00,2015,1,4,15,0,106,104,4,2.3000000000000003,11,6,73.0,0.129,225.3,990,100.0,2.728
2015-01-04 15:30:00,2015,1,4,15,30,39,39,0,2.3000000000000003,11,6,76.94,0.129,225.3,990,100.0,2.607
2015-01-04 16:00:00,2015,1,4,16,0,23,23,0,2.3000000000000003,11,6,81.29,0.129,232.7,990,100.0,2.487
2015-01-04 16:30:00,2015,1,4,16,30,9,9,0,2.1,10,6,85.97,0.129,232.7,990,100.0,2.441
2015-01-04 17:00:00,2015,1,4,17,0,0,0,0,2.0,10,7,90.94,0.129,243.3,990,100.0,2.396
2015-01-04 17:30:00,2015,1,4,17,30,0,0,0,2.3000000000000003,10,7,96.14,0.129,243.3,990,100.0,2.352
2015-01-04 18:00:00,2015,1,4,18,0,0,0,0,2.6,10,4,101.52,0.129,266.0,990,100.0,2.309
2015-01-04 18:30:00,2015,1,4,18,30,0,0,0,3.4000000000000004,10,7,107.06,0.129,266.0,990,100.0,2.129
2015-01-04 19:00:00,2015,1,4,19,0,0,0,0,4.2,10,7,112.71,0.129,284.8,990,97.93,1.95
2015-01-04 19:30:00,2015,1,4,19,30,0,0,0,4.5,9,7,118.45,0.129,284.8,990,100.0,1.723
2015-01-04 20:00:00,2015,1,4,20,0,0,0,0,4.800000000000001,9,4,124.24,0.129,292.40000000000003,990,91.95,1.497
2015-01-04 20:30:00,2015,1,4,20,30,0,0,0,4.800000000000001,8,7,130.05,0.129,292.40000000000003,990,98.42,1.308
2015-01-04 21:00:00,2015,1,4,21,0,0,0,0,4.800000000000001,7,7,135.85,0.129,291.40000000000003,990,89.53,1.119
2015-01-04 21:30:00,2015,1,4,21,30,0,0,0,4.6000000000000005,6,7,141.57,0.129,291.40000000000003,990,95.94,0.982
2015-01-04 22:00:00,2015,1,4,22,0,0,0,0,4.4,6,7,147.14,0.129,291.3,990,81.33,0.846
2015-01-04 22:30:00,2015,1,4,22,30,0,0,0,4.5,5,7,152.43,0.129,291.3,990,87.21000000000001,0.776
2015-01-04 23:00:00,2015,1,4,23,0,0,0,0,4.6000000000000005,4,7,157.20000000000002,0.129,291.0,1000,81.31,0.708
2015-01-04 23:30:00,2015,1,4,23,30,0,0,0,4.6000000000000005,3,7,161.04,0.129,291.0,1000,87.28,0.671
2015-01-05 00:00:00,2015,1,5,0,0,0,0,0,4.6000000000000005,3,7,163.24,0.129,291.8,1000,77.88,0.634
2015-01-05 00:30:00,2015,1,5,0,30,0,0,0,4.5,2,4,163.16,0.129,291.8,1000,83.65,0.614
2015-01-05 01:00:00,2015,1,5,1,0,0,0,0,4.5,2,4,160.82,0.129,293.1,1000,77.53,0.595
2015-01-05 01:30:00,2015,1,5,1,30,0,0,0,4.3,1,1,156.91,0.129,293.1,1000,83.31,0.584
2015-01-05 02:00:00,2015,1,5,2,0,0,0,0,4.2,1,1,152.09,0.129,294.5,1000,79.18,0.5730000000000001
2015-01-05 02:30:00,2015,1,5,2,30,0,0,0,4.1000000000000005,1,4,146.77,0.129,294.5,1000,79.2,0.5690000000000001
2015-01-05 03:00:00,2015,1,5,3,0,0,0,0,4.1000000000000005,1,4,141.19,0.129,294.6,1000,74.97,0.5650000000000001
2015-01-05 03:30:00,2015,1,5,3,30,0,0,0,3.9,0,4,135.46,0.129,294.6,1000,80.62,0.5670000000000001
2015-01-05 04:00:00,2015,1,5,4,0,0,0,0,3.8,0,4,129.66,0.129,295.3,1000,75.88,0.5700000000000001
2015-01-05 04:30:00,2015,1,5,4,30,0,0,0,3.6,0,4,123.84,0.129,295.3,1000,75.92,0.5730000000000001
2015-01-05 05:00:00,2015,1,5,5,0,0,0,0,3.5,0,0,118.05,0.129,295.40000000000003,1000,72.49,0.5760000000000001
2015-01-05 05:30:00,2015,1,5,5,30,0,0,0,3.4000000000000004,0,4,112.31,0.129,295.40000000000003,1000,72.54,0.578
2015-01-05 06:00:00,2015,1,5,6,0,0,0,0,3.3000000000000003,0,4,106.66,0.129,295.1,1000,69.65,0.581
2015-01-05 06:30:00,2015,1,5,6,30,0,0,0,3.3000000000000003,0,1,101.13,0.129,295.1,1000,69.69,0.59
2015-01-05 07:00:00,2015,1,5,7,0,0,0,0,3.3000000000000003,0,1,95.76,0.129,294.40000000000003,1000,66.6,0.599
2015-01-05 07:30:00,2015,1,5,7,30,0,0,0,3.7,0,4,90.56,0.129,294.40000000000003,1000,66.65,0.58
2015-01-05 08:00:00,2015,1,5,8,0,52,29,303,4.2,0,0,85.61,0.129,293.0,1000,63.77,0.562
2015-01-05 08:30:00,2015,1,5,8,30,128,49,503,4.6000000000000005,0,0,80.94,0.129,293.0,1010,63.8,0.52
2015-01-05 09:00:00,2015,1,5,9,0,211,59,657,5.1000000000000005,0,4,76.61,0.129,293.7,1010,57.76,0.479
2015-01-05 09:30:00,2015,1,5,9,30,39,39,0,5.300000000000001,0,4,72.69,0.129,293.7,1010,57.78,0.444
2015-01-05 10:00:00,2015,1,5,10,0,263,122,397,5.5,0,4,69.24,0.129,293.7,1010,49.58,0.411
2015-01-05 10:30:00,2015,1,5,10,30,418,69,870,5.6000000000000005,0,0,66.36,0.129,293.7,1010,49.58,0.385
2015-01-05 11:00:00,2015,1,5,11,0,466,67,913,5.7,0,0,64.12,0.129,293.3,1010,46.33,0.359
2015-01-05 11:30:00,2015,1,5,11,30,497,68,930,5.800000000000001,0,0,62.58,0.129,293.3,1010,49.79,0.334
