,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Cloud Type,Solar Zenith Angle,Surface Albedo,Wind Direction,Pressure,Relative Humidity,Precipitable Water
2015-04-29 04:30:00,2015,4,29,4,30,0,0,0,1.0,6,0,98.58,0.139,313.90000000000003,990,100.0,1.561
2015-04-29 05:00:00,2015,4,29,5,0,0,0,0,1.0,6,0,93.27,0.139,309.0,990,100.0,1.567
2015-04-29 05:30:00,2015,4,29,5,30,19,15,89,1.4,7,0,87.77,0.139,309.0,990,97.22,1.556
2015-04-29 06:00:00,2015,4,29,6,0,90,43,338,1.8,9,0,82.14,0.139,311.90000000000003,990,89.35000000000001,1.546
2015-04-29 06:30:00,2015,4,29,6,30,182,63,506,1.7000000000000002,10,0,76.4,0.139,311.90000000000003,990,83.54,1.526
2015-04-29 07:00:00,2015,4,29,7,0,285,77,626,1.6,11,0,70.61,0.139,311.1,990,84.26,1.507
2015-04-29 07:30:00,2015,4,29,7,30,388,88,705,1.3,13,0,64.79,0.139,311.1,990,73.85000000000001,1.492
2015-04-29 08:00:00,2015,4,29,8,0,491,95,768,1.1,15,0,58.98,0.139,327.90000000000003,990,70.0,1.477
2015-04-29 08:30:00,2015,4,29,8,30,588,102,811,0.9,16,0,53.24,0.139,327.90000000000003,990,65.65,1.473
2015-04-29 09:00:00,2015,4,29,9,0,678,108,845,0.8,18,0,47.61,0.139,335.40000000000003,990,56.14,1.47
2015-04-29 09:30:00,2015,4,29,9,30,758,113,870,0.7000000000000001,18,0,42.18,0.139,335.40000000000003,990,56.120000000000005,1.479
2015-04-29 10:00:00,2015,4,29,10,0,822,124,874,0.6000000000000001,19,0,37.07,0.139,300.5,990,53.39,1.489
2015-04-29 10:30:00,2015,4,29,10,30,877,127,888,0.6000000000000001,19,0,32.46,0.139,300.5,990,53.38,1.512
2015-04-29 11:00:00,2015,4,29,11,0,917,131,895,0.7000000000000001,20,0,28.61,0.139,267.40000000000003,990,51.24,1.535
2015-04-29 11:30:00,2015,4,29,11,30,943,133,900,0.7000000000000001,20,0,25.87,0.139,267.40000000000003,990,51.23,1.559
2015-04-29 12:00:00,2015,4,29,12,0,953,136,898,0.8,21,0,24.64,0.139,255.8,990,49.120000000000005,1.584
2015-04-29 12:30:00,2015,4,29,12,30,948,136,897,0.7000000000000001,21,0,25.15,0.139,255.8,990,49.11,1.6
2015-04-29 13:00:00,2015,4,29,13,0,933,122,913,0.6000000000000001,21,0,27.28,0.139,265.6,990,49.47,1.616
2015-04-29 13:30:00,2015,4,29,13,30,898,120,905,0.5,21,0,30.71,0.139,265.6,990,49.45,1.621
2015-04-29 14:00:00,2015,4,29,14,0,848,117,893,0.4,21,0,35.03,0.139,316.1,990,49.61,1.627
2015-04-29 14:30:00,2015,4,29,14,30,785,114,876,0.3,21,0,39.96,0.139,316.1,990,49.59,1.639
2015-04-29 15:00:00,2015,4,29,15,0,589,258,470,0.2,21,7,45.26,0.139,354.40000000000003,990,49.41,1.651
2015-04-29 15:30:00,2015,4,29,15,30,583,148,689,0.2,21,8,50.81,0.139,354.40000000000003,990,49.41,1.673
2015-04-29 16:00:00,2015,4,29,16,0,529,102,774,0.2,21,0,56.51,0.139,122.2,990,49.75,1.696
2015-04-29 16:30:00,2015,4,29,16,30,430,93,723,0.3,20,7,62.29,0.139,122.2,990,49.75,1.7
2015-04-29 17:00:00,2015,4,29,17,0,313,80,625,0.4,20,8,68.1,0.139,114.3,990,52.0,1.704
2015-04-29 17:30:00,2015,4,29,17,30,215,77,496,0.5,19,3,73.9,0.139,114.3,990,55.29,1.691
2015-04-29 18:00:00,2015,4,29,18,0,123,54,384,0.6000000000000001,19,7,79.66,0.139,106.7,990,57.04,1.679
2015-04-29 18:30:00,2015,4,29,18,30,44,28,200,0.8,18,7,85.32000000000001,0.139,106.7,990,60.71,1.675
2015-04-29 19:00:00,2015,4,29,19,0,0,0,0,1.0,17,7,90.87,0.139,128.5,990,59.46,1.672
2015-04-29 19:30:00,2015,4,29,19,30,0,0,0,1.0,16,7,96.26,0.139,128.5,990,63.35,1.681
2015-04-29 20:00:00,2015,4,29,20,0,0,0,0,1.1,15,7,101.43,0.139,145.8,990,68.33,1.691
2015-04-29 20:30:00,2015,4,29,20,30,0,0,0,1.1,14,7,106.33,0.139,145.8,990,72.86,1.701
2015-04-29 21:00:00,2015,4,29,21,0,0,0,0,1.1,13,7,110.89,0.139,159.4,990,78.51,1.712
2015-04-29 21:30:00,2015,4,29,21,30,0,0,0,1.1,12,0,115.04,0.139,159.4,990,83.82000000000001,1.732
2015-04-29 22:00:00,2015,4,29,22,0,0,0,0,1.1,12,7,118.68,0.139,175.3,990,84.07000000000001,1.753
2015-04-29 22:30:00,2015,4,29,22,30,0,0,0,1.0,12,0,121.71,0.139,175.3,990,84.07000000000001,1.78
2015-04-29 23:00:00,2015,4,29,23,0,0,0,0,1.0,12,0,124.03,0.139,192.6,990,85.60000000000001,1.808
2015-04-29 23:30:00,2015,4,29,23,30,0,0,0,0.9,11,1,125.54,0.139,192.6,990,91.42,1.831
2015-04-30 00:00:00,2015,4,30,0,0,0,0,0,0.9,11,0,126.17,0.139,206.3,990,92.63,1.855
2015-04-30 00:30:00,2015,4,30,0,30,0,0,0,0.9,11,0,125.9,0.139,206.3,990,92.61,1.868
2015-04-30 01:00:00,2015,4,30,1,0,0,0,0,0.9,11,3,124.73,0.139,216.7,980,92.94,1.882
2015-04-30 01:30:00,2015,4,30,1,30,0,0,0,0.8,11,3,122.72,0.139,216.7,980,92.92,1.887
2015-04-30 02:00:00,2015,4,30,2,0,0,0,0,0.8,11,1,119.97,0.139,234.5,980,93.33,1.893
2015-04-30 02:30:00,2015,4,30,2,30,0,0,0,0.7000000000000001,11,7,116.56,0.139,234.5,980,93.32,1.897
2015-04-30 03:00:00,2015,4,30,3,0,0,0,0,0.7000000000000001,11,7,112.6,0.139,263.8,980,93.76,1.901
2015-04-30 03:30:00,2015,4,30,3,30,0,0,0,0.7000000000000001,10,3,108.19,0.139,263.8,980,93.75,1.896
2015-04-30 04:00:00,2015,4,30,4,0,0,0,0,0.7000000000000001,10,4,103.42,0.139,302.0,980,93.77,1.892
2015-04-30 04:30:00,2015,4,30,4,30,0,0,0,0.7000000000000001,10,7,98.34,0.139,302.0,980,100.0,1.88
2015-04-30 05:00:00,2015,4,30,5,0,0,0,0,0.7000000000000001,10,4,93.04,0.139,338.6,980,100.0,1.869
2015-04-30 05:30:00,2015,4,30,5,30,6,6,0,0.7000000000000001,11,4,87.55,0.139,338.6,980,93.59,1.863
2015-04-30 06:00:00,2015,4,30,6,0,29,29,0,0.7000000000000001,12,4,81.92,0.139,11.2,980,93.42,1.858
2015-04-30 06:30:00,2015,4,30,6,30,74,74,0,0.9,12,4,76.19,0.139,11.2,980,93.44,1.863
2015-04-30 07:00:00,2015,4,30,7,0,129,122,22,1.2000000000000002,13,4,70.4,0.139,33.7,990,88.68,1.868
2015-04-30 07:30:00,2015,4,30,7,30,378,105,636,1.2000000000000002,14,0,64.58,0.139,33.7,990,83.11,1.881
2015-04-30 08:00:00,2015,4,30,8,0,476,120,686,1.2000000000000002,15,0,58.77,0.139,56.2,990,81.8,1.895
2015-04-30 08:30:00,2015,4,30,8,30,502,198,504,1.2000000000000002,16,3,53.02,0.139,56.2,990,76.75,1.916
2015-04-30 09:00:00,2015,4,30,9,0,494,302,282,1.3,17,4,47.39,0.139,92.9,990,74.14,1.938
2015-04-30 09:30:00,2015,4,30,9,30,360,322,51,1.3,17,4,41.95,0.139,92.9,990,74.14,1.969
2015-04-30 10:00:00,2015,4,30,10,0,392,351,51,1.4,18,4,36.82,0.139,125.8,990,70.7,2.001
2015-04-30 10:30:00,2015,4,30,10,30,616,415,237,1.5,18,4,32.19,0.139,125.8,990,70.7,2.037
2015-04-30 11:00:00,2015,4,30,11,0,466,409,64,1.6,19,4,28.32,0.139,146.20000000000002,990,66.84,2.077
2015-04-30 11:30:00,2015,4,30,11,30,794,371,468,1.6,19,3,25.57,0.139,146.20000000000002,990,66.83,2.11
2015-04-30 12:00:00,2015,4,30,12,0,341,322,20,1.6,19,4,24.34,0.139,156.10000000000002,990,67.07000000000001,2.143
2015-04-30 12:30:00,2015,4,30,12,30,399,370,31,1.5,19,4,24.85,0.139,156.10000000000002,990,67.07000000000001,2.168
2015-04-30 13:00:00,2015,4,30,13,0,402,371,35,1.4,19,4,27.01,0.139,158.4,990,67.67,2.195
2015-04-30 13:30:00,2015,4,30,13,30,105,105,0,1.2000000000000002,18,8,30.47,0.139,158.4,990,72.03,2.209
2015-04-30 14:00:00,2015,4,30,14,0,146,145,1,1.2000000000000002,18,8,34.82,0.139,154.9,990,72.93,2.224
2015-04-30 14:30:00,2015,4,30,14,30,513,372,182,1.0,18,7,39.76,0.139,154.9,990,72.94,2.231
2015-04-30 15:00:00,2015,4,30,15,0,495,328,236,0.9,18,4,45.08,0.139,144.8,990,75.17,2.238
2015-04-30 15:30:00,2015,4,30,15,30,407,291,182,0.8,17,4,50.64,0.139,144.8,990,80.06,2.239
2015-04-30 16:00:00,2015,4,30,16,0,387,233,278,0.8,17,4,56.35,0.139,120.9,990,78.73,2.241
2015-04-30 16:30:00,2015,4,30,16,30,334,178,333,0.6000000000000001,16,7,62.13,0.139,120.9,990,83.9,2.24
2015-04-30 17:00:00,2015,4,30,17,0,240,144,256,0.4,16,4,67.94,0.139,93.8,990,86.43,2.24
2015-04-30 17:30:00,2015,4,30,17,30,166,102,230,0.4,15,4,73.74,0.139,93.8,990,92.16,2.249
2015-04-30 18:00:00,2015,4,30,18,0,91,74,95,0.4,15,7,79.49,0.139,48.1,990,89.35000000000001,2.258
2015-04-30 18:30:00,2015,4,30,18,30,30,28,18,0.5,14,7,85.15,0.139,48.1,990,95.33,2.27
2015-04-30 19:00:00,2015,4,30,19,0,0,0,0,0.6000000000000001,13,7,90.69,0.139,27.8,990,96.29,2.283
2015-04-30 19:30:00,2015,4,30,19,30,0,0,0,0.6000000000000001,13,8,96.07,0.139,27.8,990,96.32,2.281
2015-04-30 20:00:00,2015,4,30,20,0,0,0,0,0.7000000000000001,13,4,101.23,0.139,35.9,990,95.63,2.28
2015-04-30 20:30:00,2015,4,30,20,30,0,0,0,0.7000000000000001,12,1,106.12,0.139,35.9,990,100.0,2.253
2015-04-30 21:00:00,2015,4,30,21,0,0,0,0,0.8,12,3,110.67,0.139,54.2,990,100.0,2.226
2015-04-30 21:30:00,2015,4,30,21,30,0,0,0,0.9,12,7,114.8,0.139,54.2,990,100.0,2.188
2015-04-30 22:00:00,2015,4,30,22,0,0,0,0,1.1,12,7,118.42,0.139,66.3,990,98.27,2.151
2015-04-30 22:30:00,2015,4,30,22,30,0,0,0,1.2000000000000002,11,7,121.44,0.139,66.3,990,100.0,2.12
2015-04-30 23:00:00,2015,4,30,23,0,0,0,0,1.4,11,4,123.74,0.139,71.5,990,100.0,2.09
2015-04-30 23:30:00,2015,4,30,23,30,0,0,0,1.7000000000000002,10,4,125.24,0.139,71.5,990,100.0,2.075
2015-05-01 00:00:00,2015,5,1,0,0,0,0,0,2.0,10,7,125.87,0.139,67.8,990,100.0,2.062
2015-05-01 00:30:00,2015,5,1,0,30,0,0,0,2.0,10,4,125.59,0.139,67.8,990,100.0,2.062
2015-05-01 01:00:00,2015,5,1,1,0,0,0,0,2.0,10,8,124.43,0.139,62.5,990,100.0,2.064
2015-05-01 01:30:00,2015,5,1,1,30,0,0,0,1.8,9,4,122.43,0.139,62.5,990,100.0,2.069
2015-05-01 02:00:00,2015,5,1,2,0,0,0,0,1.7000000000000002,9,4,119.68,0.139,52.900000000000006,990,100.0,2.074
2015-05-01 02:30:00,2015,5,1,2,30,0,0,0,1.7000000000000002,9,4,116.28,0.139,52.900000000000006,990,100.0,2.074
2015-05-01 03:00:00,2015,5,1,3,0,0,0,0,1.7000000000000002,9,4,112.33,0.139,41.1,990,100.0,2.074
2015-05-01 03:30:00,2015,5,1,3,30,0,0,0,1.7000000000000002,9,1,107.94,0.139,41.1,990,100.0,2.062
2015-05-01 04:00:00,2015,5,1,4,0,0,0,0,1.7000000000000002,9,4,103.17,0.139,32.5,990,100.0,2.052
2015-05-01 04:30:00,2015,5,1,4,30,0,0,0,1.7000000000000002,9,4,98.11,0.139,32.5,990,100.0,2.035
2015-05-01 05:00:00,2015,5,1,5,0,0,0,0,1.8,9,4,92.81,0.139,32.300000000000004,990,100.0,2.017
2015-05-01 05:30:00,2015,5,1,5,30,12,12,0,1.9,9,4,87.33,0.139,32.300000000000004,990,100.0,2.007
2015-05-01 06:00:00,2015,5,1,6,0,61,50,78,2.1,10,7,81.7,0.139,35.7,990,95.18,1.997
2015-05-01 06:30:00,2015,5,1,6,30,122,90,130,2.2,10,7,75.98,0.139,35.7,990,95.21,1.996
2015-05-01 07:00:00,2015,5,1,7,0,129,122,20,2.3000000000000003,10,7,70.19,0.139,42.0,990,95.59,1.995
2015-05-01 07:30:00,2015,5,1,7,30,193,171,50,2.3000000000000003,10,7,64.37,0.139,42.0,990,95.61,2.0
2015-05-01 08:00:00,2015,5,1,8,0,357,216,269,2.4000000000000004,11,7,58.56,0.139,52.1,990,87.8,2.005
2015-05-01 08:30:00,2015,5,1,8,30,398,270,211,2.4000000000000004,11,7,52.81,0.139,52.1,990,87.82000000000001,2.009
2015-05-01 09:00:00,2015,5,1,9,0,410,317,136,2.4000000000000004,12,7,47.17,0.139,62.8,990,81.0,2.013
2015-05-01 09:30:00,2015,5,1,9,30,450,356,126,2.3000000000000003,12,6,41.72,0.139,62.8,990,81.0,2.015
2015-05-01 10:00:00,2015,5,1,10,0,583,385,246,2.2,13,7,36.58,0.139,67.8,990,75.97,2.017
2015-05-01 10:30:00,2015,5,1,10,30,635,409,266,2.0,13,7,31.93,0.139,67.8,990,75.97,2.012
2015-05-01 11:00:00,2015,5,1,11,0,655,434,250,1.9,13,7,28.04,0.139,64.9,990,71.4,2.007
2015-05-01 11:30:00,2015,5,1,11,30,652,454,218,1.7000000000000002,13,6,25.27,0.139,64.9,990,71.4,1.982
2015-05-01 12:00:00,2015,5,1,12,0,741,434,335,1.6,14,7,24.03,0.139,54.400000000000006,990,71.77,1.958
2015-05-01 12:30:00,2015,5,1,12,30,626,461,181,1.4,14,7,24.56,0.139,54.400000000000006,990,71.75,1.923
2015-05-01 13:00:00,2015,5,1,13,0,563,447,130,1.3,14,7,26.75,0.139,40.0,990,72.44,1.888
2015-05-01 13:30:00,2015,5,1,13,30,225,216,9,1.1,14,4,30.23,0.139,40.0,990,72.42,1.859
2015-05-01 14:00:00,2015,5,1,14,0,274,262,14,1.0,15,4,34.61,0.139,28.700000000000003,990,68.49,1.831
2015-05-01 14:30:00,2015,5,1,14,30,426,359,86,0.9,15,7,39.57,0.139,28.700000000000003,990,68.47,1.83
2015-05-01 15:00:00,2015,5,1,15,0,456,335,171,0.8,15,7,44.91,0.139,25.700000000000003,990,68.60000000000001,1.83
2015-05-01 15:30:00,2015,5,1,15,30,444,283,252,0.7000000000000001,15,8,50.48,0.139,25.700000000000003,990,68.60000000000001,1.86
2015-05-01 16:00:00,2015,5,1,16,0,492,132,647,0.7000000000000001,15,7,56.19,0.139,35.0,990,68.99,1.891
2015-05-01 16:30:00,2015,5,1,16,30,332,180,322,0.6000000000000001,15,8,61.97,0.139,35.0,990,68.99,1.929
2015-05-01 17:00:00,2015,5,1,17,0,228,149,208,0.5,15,8,67.79,0.139,63.8,990,71.95,1.967
2015-05-01 17:30:00,2015,5,1,17,30,94,94,0,0.4,14,7,73.58,0.139,63.8,990,76.74,1.996
2015-05-01 18:00:00,2015,5,1,18,0,53,53,0,0.4,14,7,79.33,0.139,126.3,990,81.35000000000001,2.025
2015-05-01 18:30:00,2015,5,1,18,30,19,19,0,0.5,13,7,84.99,0.139,126.3,990,86.81,2.041
2015-05-01 19:00:00,2015,5,1,19,0,0,0,0,0.6000000000000001,12,4,90.51,0.139,147.20000000000002,990,84.60000000000001,2.059
2015-05-01 19:30:00,2015,5,1,19,30,0,0,0,0.6000000000000001,12,4,95.88,0.139,147.20000000000002,990,90.34,2.062
2015-05-01 20:00:00,2015,5,1,20,0,0,0,0,0.6000000000000001,12,4,101.03,0.139,149.6,990,93.04,2.066
2015-05-01 20:30:00,2015,5,1,20,30,0,0,0,0.6000000000000001,12,4,105.91,0.139,149.6,990,93.05,2.053
2015-05-01 21:00:00,2015,5,1,21,0,0,0,0,0.6000000000000001,12,4,110.44,0.139,156.60000000000002,990,92.62,2.04
2015-05-01 21:30:00,2015,5,1,21,30,0,0,0,0.6000000000000001,11,4,114.56,0.139,156.60000000000002,990,98.94,2.021
2015-05-01 22:00:00,2015,5,1,22,0,0,0,0,0.6000000000000001,11,4,118.17,0.139,171.70000000000002,1000,96.46,2.001
2015-05-01 22:30:00,2015,5,1,22,30,0,0,0,0.6000000000000001,10,4,121.17,0.139,171.70000000000002,990,100.0,1.992
2015-05-01 23:00:00,2015,5,1,23,0,0,0,0,0.7000000000000001,10,4,123.46,0.139,196.0,990,98.85,1.984
2015-05-01 23:30:00,2015,5,1,23,30,0,0,0,0.7000000000000001,10,4,124.95,0.139,196.0,990,98.84,1.986
2015-05-02 00:00:00,2015,5,2,0,0,0,0,0,0.7000000000000001,10,4,125.57,0.139,224.1,990,96.08,1.988
2015-05-02 00:30:00,2015,5,2,0,30,0,0,0,0.7000000000000001,9,4,125.29,0.139,224.1,990,100.0,1.987
2015-05-02 01:00:00,2015,5,2,1,0,0,0,0,0.8,9,4,124.13,0.139,256.40000000000003,990,100.0,1.987
2015-05-02 01:30:00,2015,5,2,1,30,0,0,0,0.8,9,4,122.13,0.139,256.40000000000003,990,100.0,1.978
2015-05-02 02:00:00,2015,5,2,2,0,0,0,0,0.8,9,4,119.39,0.139,290.1,990,100.0,1.969
2015-05-02 02:30:00,2015,5,2,2,30,0,0,0,0.8,9,4,116.01,0.139,290.1,990,100.0,1.953
2015-05-02 03:00:00,2015,5,2,3,0,0,0,0,0.9,9,4,112.07,0.139,318.0,990,100.0,1.937
2015-05-02 03:30:00,2015,5,2,3,30,0,0,0,1.0,9,4,107.69,0.139,318.0,990,100.0,1.914
2015-05-02 04:00:00,2015,5,2,4,0,0,0,0,1.1,9,4,102.93,0.139,332.20000000000005,1000,100.0,1.891
2015-05-02 04:30:00,2015,5,2,4,30,0,0,0,1.1,9,4,97.88,0.139,332.20000000000005,1000,100.0,1.864
2015-05-02 05:00:00,2015,5,2,5,0,0,0,0,1.1,9,4,92.59,0.139,338.3,1000,100.0,1.838
2015-05-02 05:30:00,2015,5,2,5,30,6,6,0,1.5,9,4,87.11,0.139,338.3,1000,100.0,1.814
2015-05-02 06:00:00,2015,5,2,6,0,26,26,0,2.0,10,4,81.5,0.139,339.0,1000,99.05,1.79
2015-05-02 06:30:00,2015,5,2,6,30,120,92,115,1.9,11,4,75.78,0.139,339.0,1000,92.7,1.772
2015-05-02 07:00:00,2015,5,2,7,0,185,141,129,1.8,12,3,69.99,0.139,337.8,1000,90.77,1.755
2015-05-02 07:30:00,2015,5,2,7,30,388,106,645,2.0,13,2,64.17,0.139,337.8,1000,85.02,1.745
2015-05-02 08:00:00,2015,5,2,8,0,488,117,707,2.2,15,0,58.36,0.139,7.0,1000,75.07000000000001,1.736
2015-05-02 08:30:00,2015,5,2,8,30,584,126,752,2.3000000000000003,16,0,52.6,0.139,7.0,1000,70.42,1.732
2015-05-02 09:00:00,2015,5,2,9,0,672,133,788,2.5,17,0,46.95,0.139,20.1,1000,67.64,1.728
2015-05-02 09:30:00,2015,5,2,9,30,751,140,815,2.5,18,0,41.49,0.139,20.1,1000,63.51,1.731
2015-05-02 10:00:00,2015,5,2,10,0,826,125,870,2.5,19,0,36.34,0.139,23.8,1000,60.52,1.735
2015-05-02 10:30:00,2015,5,2,10,30,881,128,884,2.4000000000000004,19,0,31.67,0.139,23.8,1000,60.52,1.742
2015-05-02 11:00:00,2015,5,2,11,0,919,139,881,2.3000000000000003,20,0,27.76,0.139,20.700000000000003,1000,56.29,1.75
2015-05-02 11:30:00,2015,5,2,11,30,945,141,887,2.2,20,0,24.97,0.139,20.700000000000003,1000,56.29,1.761
2015-05-02 12:00:00,2015,5,2,12,0,521,444,84,2.1,20,2,23.73,0.139,12.4,1000,55.120000000000005,1.773
2015-05-02 12:30:00,2015,5,2,12,30,590,461,142,1.9,20,2,24.27,0.139,12.4,1000,55.11,1.787
2015-05-02 13:00:00,2015,5,2,13,0,919,172,834,1.7000000000000002,21,0,26.48,0.139,1.9,1000,51.44,1.803
2015-05-02 13:30:00,2015,5,2,13,30,377,349,31,1.5,21,3,30.0,0.139,1.9,1000,51.43,1.817
2015-05-02 14:00:00,2015,5,2,14,0,832,173,798,1.4,21,0,34.4,0.139,344.1,1000,51.2,1.831
2015-05-02 14:30:00,2015,5,2,14,30,278,265,16,1.2000000000000002,21,4,39.38,0.139,344.1,1000,51.19,1.842
2015-05-02 15:00:00,2015,5,2,15,0,348,308,56,1.1,21,4,44.73,0.139,321.70000000000005,1000,51.61,1.854
2015-05-02 15:30:00,2015,5,2,15,30,306,273,51,1.0,21,2,50.31,0.139,321.70000000000005,990,51.6,1.848
2015-05-02 16:00:00,2015,5,2,16,0,520,142,677,1.0,21,1,56.03,0.139,302.40000000000003,990,52.91,1.842
2015-05-02 16:30:00,2015,5,2,16,30,423,129,620,1.0,20,0,61.82,0.139,302.40000000000003,990,56.27,1.822
2015-05-02 17:00:00,2015,5,2,17,0,171,149,56,1.0,20,4,67.63,0.139,293.40000000000003,1000,57.69,1.803
2015-05-02 17:30:00,2015,5,2,17,30,163,106,202,0.9,19,3,73.43,0.139,293.40000000000003,1000,61.38,1.779
2015-05-02 18:00:00,2015,5,2,18,0,129,68,323,0.8,18,0,79.17,0.139,278.7,1000,72.26,1.755
2015-05-02 18:30:00,2015,5,2,18,30,48,35,145,0.9,17,0,84.82000000000001,0.139,278.7,1000,76.97,1.728
2015-05-02 19:00:00,2015,5,2,19,0,0,0,0,1.1,16,0,90.34,0.139,263.3,1000,71.19,1.702
2015-05-02 19:30:00,2015,5,2,19,30,0,0,0,1.1,15,0,95.7,0.139,263.3,1000,75.9,1.673
2015-05-02 20:00:00,2015,5,2,20,0,0,0,0,1.1,15,0,100.83,0.139,261.0,1000,76.59,1.645
2015-05-02 20:30:00,2015,5,2,20,30,0,0,0,1.1,14,0,105.7,0.139,261.0,1000,81.69,1.611
2015-05-02 21:00:00,2015,5,2,21,0,0,0,0,1.1,14,0,110.22,0.139,267.6,1000,81.09,1.577
2015-05-02 21:30:00,2015,5,2,21,30,0,0,0,1.1,13,0,114.32,0.139,267.6,1000,86.53,1.551
2015-05-02 22:00:00,2015,5,2,22,0,0,0,0,1.1,13,0,117.91,0.139,277.6,1000,85.13,1.526
2015-05-02 22:30:00,2015,5,2,22,30,0,0,0,1.1,12,0,120.9,0.139,277.6,1000,90.89,1.505
2015-05-02 23:00:00,2015,5,2,23,0,0,0,0,1.2000000000000002,12,0,123.18,0.139,286.8,1000,89.25,1.485
2015-05-02 23:30:00,2015,5,2,23,30,0,0,0,1.2000000000000002,11,0,124.65,0.139,286.8,1000,95.34,1.462
2015-05-03 00:00:00,2015,5,3,0,0,0,0,0,1.3,11,0,125.27,0.139,294.8,1000,93.55,1.439
2015-05-03 00:30:00,2015,5,3,0,30,0,0,0,1.3,10,0,124.99,0.139,294.8,1000,99.98,1.421
2015-05-03 01:00:00,2015,5,3,1,0,0,0,0,1.3,10,0,123.83,0.139,302.2,1000,97.86,1.404
2015-05-03 01:30:00,2015,5,3,1,30,0,0,0,1.3,9,1,121.84,0.139,302.2,1000,100.0,1.395
2015-05-03 02:00:00,2015,5,3,2,0,0,0,0,1.3,9,0,119.11,0.139,308.40000000000003,1000,100.0,1.387
2015-05-03 02:30:00,2015,5,3,2,30,0,0,0,1.3,9,0,115.74,0.139,308.40000000000003,1000,100.0,1.391
2015-05-03 03:00:00,2015,5,3,3,0,0,0,0,1.3,9,0,111.81,0.139,311.70000000000005,1000,100.0,1.396
2015-05-03 03:30:00,2015,5,3,3,30,0,0,0,1.2000000000000002,8,0,107.44,0.139,311.70000000000005,1000,100.0,1.399
2015-05-03 04:00:00,2015,5,3,4,0,0,0,0,1.1,8,0,102.7,0.139,314.0,1000,100.0,1.403
2015-05-03 04:30:00,2015,5,3,4,30,0,0,0,1.0,8,1,97.65,0.139,314.0,1000,100.0,1.403
2015-05-03 05:00:00,2015,5,3,5,0,0,0,0,1.0,8,0,92.37,0.139,315.1,1000,100.0,1.404
2015-05-03 05:30:00,2015,5,3,5,30,27,20,128,1.3,9,0,86.9,0.139,315.1,1000,98.66,1.414
2015-05-03 06:00:00,2015,5,3,6,0,101,51,334,1.7000000000000002,11,0,81.29,0.139,314.1,1000,90.63,1.425
2015-05-03 06:30:00,2015,5,3,6,30,194,73,487,1.5,12,0,75.58,0.139,314.1,1000,84.86,1.44
2015-05-03 07:00:00,2015,5,3,7,0,293,93,578,1.4,13,0,69.79,0.139,308.40000000000003,1000,86.01,1.455
2015-05-03 07:30:00,2015,5,3,7,30,396,108,656,1.2000000000000002,15,0,63.97,0.139,308.40000000000003,1000,75.59,1.471
2015-05-03 08:00:00,2015,5,3,8,0,494,123,702,1.0,17,1,58.16,0.139,296.90000000000003,1000,74.10000000000001,1.488
2015-05-03 08:30:00,2015,5,3,8,30,589,133,747,1.0,19,0,52.4,0.139,296.90000000000003,1000,65.37,1.509
2015-05-03 09:00:00,2015,5,3,9,0,675,145,774,1.1,21,0,46.74,0.139,304.3,1000,52.91,1.53
2015-05-03 09:30:00,2015,5,3,9,30,753,151,801,1.1,21,0,41.28,0.139,304.3,1000,49.78,1.555
2015-05-03 10:00:00,2015,5,3,10,0,826,142,845,1.1,22,0,36.11,0.139,298.0,1000,45.61,1.58
2015-05-03 10:30:00,2015,5,3,10,30,880,146,860,1.1,22,0,31.42,0.139,298.0,1000,45.6,1.611
2015-05-03 11:00:00,2015,5,3,11,0,919,150,865,1.2000000000000002,23,0,27.49,0.139,279.40000000000003,1000,45.81,1.642
2015-05-03 11:30:00,2015,5,3,11,30,944,152,871,1.2000000000000002,23,0,24.68,0.139,279.40000000000003,1000,45.81,1.675
2015-05-03 12:00:00,2015,5,3,12,0,952,159,864,1.4,24,2,23.43,0.139,269.7,1000,43.74,1.709
2015-05-03 12:30:00,2015,5,3,12,30,947,159,862,1.4,24,0,23.99,0.139,269.7,1000,43.73,1.739
2015-05-03 13:00:00,2015,5,3,13,0,911,199,793,1.5,24,0,26.23,0.139,266.7,1000,44.28,1.77
2015-05-03 13:30:00,2015,5,3,13,30,876,197,782,1.4,24,0,29.77,0.139,266.7,1000,44.27,1.791
2015-05-03 14:00:00,2015,5,3,14,0,824,202,751,1.4,24,0,34.19,0.139,263.2,1000,44.81,1.813
2015-05-03 14:30:00,2015,5,3,14,30,762,196,730,1.3,24,0,39.2,0.139,263.2,1000,44.8,1.823
2015-05-03 15:00:00,2015,5,3,15,0,686,193,691,1.3,24,3,44.56,0.139,255.7,1000,45.56,1.835
2015-05-03 15:30:00,2015,5,3,15,30,603,183,656,1.2000000000000002,24,3,50.15,0.139,255.7,1000,45.56,1.831
2015-05-03 16:00:00,2015,5,3,16,0,511,173,602,1.1,24,1,55.870000000000005,0.139,249.4,1000,46.97,1.828
2015-05-03 16:30:00,2015,5,3,16,30,415,157,544,1.0,23,0,61.66,0.139,249.4,1000,49.88,1.814
2015-05-03 17:00:00,2015,5,3,17,0,316,136,470,1.0,23,0,67.48,0.139,243.6,1000,47.37,1.8
2015-05-03 17:30:00,2015,5,3,17,30,218,110,375,0.9,21,0,73.27,0.139,243.6,1000,53.49,1.785
