time_stamp,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Cloud Type,Solar Zenith Angle,Surface Albedo,Wind Direction,Pressure,Precipitable Water,Relative Humidity
2017-01-01 17:30:00,2017,1,1,17,30,0,0,0,1.2000000000000002,4,0,96.5,0.129,77.7,1010,0.95,80.4
2017-01-01 18:00:00,2017,1,1,18,0,0,0,0,1.2000000000000002,3,1,101.88,0.129,89.80000000000001,1010,0.966,85.83
2017-01-01 18:30:00,2017,1,1,18,30,0,0,0,1.2000000000000002,2,4,107.41,0.129,89.80000000000001,1010,0.995,85.86
2017-01-01 19:00:00,2017,1,1,19,0,0,0,0,1.3,2,8,113.07,0.129,97.6,1010,1.024,84.47
2017-01-01 19:30:00,2017,1,1,19,30,0,0,0,1.3,2,8,118.8,0.129,97.6,1010,1.066,90.7
2017-01-01 20:00:00,2017,1,1,20,0,0,0,0,1.4,2,8,124.59,0.129,102.6,1010,1.109,90.14
2017-01-01 20:30:00,2017,1,1,20,30,0,0,0,1.4,2,8,130.41,0.129,102.6,1010,1.173,90.15
2017-01-01 21:00:00,2017,1,1,21,0,0,0,0,1.4,2,8,136.2,0.129,105.9,1010,1.238,89.94
2017-01-01 21:30:00,2017,1,1,21,30,0,0,0,1.3,2,8,141.93,0.129,105.9,1010,1.351,89.94
2017-01-01 22:00:00,2017,1,1,22,0,0,0,0,1.3,2,8,147.5,0.129,109.7,1010,1.465,90.48
2017-01-01 22:30:00,2017,1,1,22,30,0,0,0,1.3,2,8,152.79,0.129,109.7,1010,1.63,90.49
2017-01-01 23:00:00,2017,1,1,23,0,0,0,0,1.3,2,8,157.56,0.129,119.6,1010,1.795,93.09
2017-01-01 23:30:00,2017,1,1,23,30,0,0,0,1.3,2,8,161.38,0.129,119.6,1010,1.923,93.09
2017-01-02 00:00:00,2017,1,2,0,0,0,0,0,1.4,3,6,163.53,0.129,124.7,1010,2.051,91.05
2017-01-02 00:30:00,2017,1,2,0,30,0,0,0,1.4,3,8,163.36,0.129,124.7,1010,2.13,91.06
2017-01-02 01:00:00,2017,1,2,1,0,0,0,0,1.5,3,6,160.92000000000002,0.129,126.7,1010,2.21,94.71
2017-01-02 01:30:00,2017,1,2,1,30,0,0,0,1.4,3,6,156.93,0.129,126.7,1010,2.276,94.71
2017-01-02 02:00:00,2017,1,2,2,0,0,0,0,1.4,3,8,152.06,0.129,123.4,1010,2.342,96.65
2017-01-02 02:30:00,2017,1,2,2,30,0,0,0,1.5,3,8,146.72,0.129,123.4,1010,2.385,96.63
2017-01-02 03:00:00,2017,1,2,3,0,0,0,0,1.6,3,6,141.12,0.129,121.1,1010,2.428,97.41
2017-01-02 03:30:00,2017,1,2,3,30,0,0,0,1.7000000000000002,3,8,135.38,0.129,121.1,1010,2.464,97.4
2017-01-02 04:00:00,2017,1,2,4,0,0,0,0,1.8,3,8,129.57,0.129,110.9,1010,2.501,97.32
2017-01-02 04:30:00,2017,1,2,4,30,0,0,0,1.8,3,8,123.76,0.129,110.9,1010,2.543,97.31
2017-01-02 05:00:00,2017,1,2,5,0,0,0,0,1.9,3,8,117.97,0.129,95.3,1010,2.586,96.36
2017-01-02 05:30:00,2017,1,2,5,30,0,0,0,2.0,2,8,112.24,0.129,95.3,1010,2.614,96.36
2017-01-02 06:00:00,2017,1,2,6,0,0,0,0,2.2,2,8,106.6,0.129,90.8,1010,2.642,95.8
2017-01-02 06:30:00,2017,1,2,6,30,0,0,0,2.3000000000000003,2,6,101.09,0.129,90.8,1010,2.662,95.8
2017-01-02 07:00:00,2017,1,2,7,0,0,0,0,2.5,3,6,95.72,0.129,93.0,1010,2.682,97.06
2017-01-02 07:30:00,2017,1,2,7,30,0,0,0,2.6,3,8,90.54,0.129,93.0,1010,2.707,97.06
2017-01-02 08:00:00,2017,1,2,8,0,8,8,0,2.7,3,8,85.61,0.129,94.4,1010,2.733,100.0
2017-01-02 08:30:00,2017,1,2,8,30,22,22,0,2.7,3,8,80.96000000000001,0.129,94.4,1010,2.76,100.0
2017-01-02 09:00:00,2017,1,2,9,0,37,37,0,2.7,3,8,76.66,0.129,91.6,1010,2.787,96.75
2017-01-02 09:30:00,2017,1,2,9,30,52,52,0,2.6,3,6,72.77,0.129,91.6,1010,2.805,96.75
2017-01-02 10:00:00,2017,1,2,10,0,65,65,0,2.5,4,6,69.35000000000001,0.129,84.7,1010,2.824,100.0
2017-01-02 10:30:00,2017,1,2,10,30,67,67,0,2.4000000000000004,4,6,66.5,0.129,84.7,1010,2.824,100.0
2017-01-02 11:00:00,2017,1,2,11,0,70,70,0,2.3000000000000003,5,6,64.29,0.129,72.5,1010,2.824,96.62
2017-01-02 11:30:00,2017,1,2,11,30,69,69,0,2.3000000000000003,5,6,62.79,0.129,72.5,1010,2.806,96.57
2017-01-02 12:00:00,2017,1,2,12,0,86,86,0,2.4000000000000004,5,6,62.05,0.129,59.900000000000006,1010,2.789,98.43
2017-01-02 12:30:00,2017,1,2,12,30,64,64,0,2.4000000000000004,5,6,62.1,0.129,59.900000000000006,1000,2.755,98.37
2017-01-02 13:00:00,2017,1,2,13,0,117,117,0,2.5,5,6,62.93,0.129,53.0,1000,2.722,99.18
2017-01-02 13:30:00,2017,1,2,13,30,84,84,0,2.5,5,6,64.52,0.129,53.0,1000,2.669,99.15
2017-01-02 14:00:00,2017,1,2,14,0,61,61,0,2.6,5,6,66.81,0.129,50.900000000000006,1000,2.617,98.54
2017-01-02 14:30:00,2017,1,2,14,30,52,52,0,2.5,5,6,69.74,0.129,50.900000000000006,1000,2.552,98.55
2017-01-02 15:00:00,2017,1,2,15,0,42,42,0,2.4000000000000004,5,8,73.21000000000001,0.129,50.3,1000,2.488,97.22
2017-01-02 15:30:00,2017,1,2,15,30,30,30,0,2.3000000000000003,4,4,77.16,0.129,50.3,1000,2.432,100.0
2017-01-02 16:00:00,2017,1,2,16,0,17,17,0,2.2,4,8,81.51,0.129,52.1,1000,2.376,100.0
2017-01-02 16:30:00,2017,1,2,16,30,6,6,0,2.2,4,8,86.19,0.129,52.1,1000,2.341,100.0
2017-01-02 17:00:00,2017,1,2,17,0,0,0,0,2.3000000000000003,4,8,91.16,0.129,56.400000000000006,1000,2.306,100.0
2017-01-02 17:30:00,2017,1,2,17,30,0,0,0,2.3000000000000003,4,8,96.36,0.129,56.400000000000006,1000,2.287,100.0
2017-01-02 18:00:00,2017,1,2,18,0,0,0,0,2.3000000000000003,4,4,101.74,0.129,61.0,1000,2.268,99.98
2017-01-02 18:30:00,2017,1,2,18,30,0,0,0,2.2,4,4,107.27,0.129,61.0,1000,2.283,99.96
2017-01-02 19:00:00,2017,1,2,19,0,0,0,0,2.1,4,8,112.92,0.129,63.6,1000,2.299,99.9
2017-01-02 19:30:00,2017,1,2,19,30,0,0,0,2.0,4,8,118.66,0.129,63.6,1000,2.341,99.89
2017-01-02 20:00:00,2017,1,2,20,0,0,0,0,1.9,4,1,124.45,0.129,58.2,1000,2.383,100.0
2017-01-02 20:30:00,2017,1,2,20,30,0,0,0,1.9,4,8,130.27,0.129,58.2,1000,2.42,100.0
2017-01-02 21:00:00,2017,1,2,21,0,0,0,0,2.0,4,8,136.06,0.129,58.5,1000,2.457,100.0
2017-01-02 21:30:00,2017,1,2,21,30,0,0,0,2.1,4,4,141.78,0.129,58.5,1000,2.458,100.0
2017-01-02 22:00:00,2017,1,2,22,0,0,0,0,2.2,4,8,147.36,0.129,68.10000000000001,1000,2.459,99.67
2017-01-02 22:30:00,2017,1,2,22,30,0,0,0,1.9,4,8,152.65,0.129,68.10000000000001,1000,2.469,99.63
2017-01-02 23:00:00,2017,1,2,23,0,0,0,0,1.7000000000000002,4,8,157.42000000000002,0.129,77.4,1000,2.481,99.17
2017-01-02 23:30:00,2017,1,2,23,30,0,0,0,1.4,3,6,161.24,0.129,77.4,1000,2.502,99.15
2017-01-03 00:00:00,2017,1,3,0,0,0,0,0,1.1,3,6,163.42000000000002,0.129,74.5,1000,2.524,98.92
2017-01-03 00:30:00,2017,1,3,0,30,0,0,0,1.2000000000000002,3,8,163.28,0.129,74.5,1000,2.53,98.88
2017-01-03 01:00:00,2017,1,3,1,0,0,0,0,1.3,3,8,160.89,0.129,71.5,1000,2.5380000000000003,98.7
2017-01-03 01:30:00,2017,1,3,1,30,0,0,0,1.4,3,8,156.93,0.129,71.5,1000,2.564,98.64
2017-01-03 02:00:00,2017,1,3,2,0,0,0,0,1.6,3,8,152.08,0.129,75.10000000000001,1000,2.59,98.58
2017-01-03 02:30:00,2017,1,3,2,30,0,0,0,1.5,3,8,146.75,0.129,75.10000000000001,1000,2.653,98.52
2017-01-03 03:00:00,2017,1,3,3,0,0,0,0,1.5,3,8,141.15,0.129,77.5,1000,2.717,98.63
2017-01-03 03:30:00,2017,1,3,3,30,0,0,0,1.6,3,8,135.41,0.129,77.5,1000,2.78,98.58
2017-01-03 04:00:00,2017,1,3,4,0,0,0,0,1.8,4,6,129.61,0.129,83.4,1000,2.844,98.96
2017-01-03 04:30:00,2017,1,3,4,30,0,0,0,1.9,4,6,123.8,0.129,83.4,1000,2.898,98.91
2017-01-03 05:00:00,2017,1,3,5,0,0,0,0,2.1,4,6,118.01,0.129,86.60000000000001,1000,2.953,99.12
2017-01-03 05:30:00,2017,1,3,5,30,0,0,0,2.1,4,8,112.27,0.129,86.60000000000001,990,2.978,99.07
2017-01-03 06:00:00,2017,1,3,6,0,0,0,0,2.1,4,8,106.63,0.129,86.60000000000001,990,3.004,99.05
2017-01-03 06:30:00,2017,1,3,6,30,0,0,0,1.9,4,6,101.11,0.129,86.60000000000001,990,2.998,99.01
2017-01-03 07:00:00,2017,1,3,7,0,0,0,0,1.8,4,6,95.74,0.129,86.30000000000001,990,2.992,99.57
2017-01-03 07:30:00,2017,1,3,7,30,0,0,0,1.5,4,6,90.56,0.129,86.30000000000001,990,2.969,99.53
2017-01-03 08:00:00,2017,1,3,8,0,5,5,0,1.3,4,6,85.62,0.129,87.2,990,2.946,100.0
2017-01-03 08:30:00,2017,1,3,8,30,13,13,0,1.2000000000000002,4,6,80.96000000000001,0.129,87.2,990,2.88,100.0
2017-01-03 09:00:00,2017,1,3,9,0,21,21,0,1.2000000000000002,5,6,76.64,0.129,89.5,990,2.815,97.1
2017-01-03 09:30:00,2017,1,3,9,30,30,30,0,1.4,5,6,72.74,0.129,89.5,990,2.678,97.03
2017-01-03 10:00:00,2017,1,3,10,0,37,37,0,1.7000000000000002,5,6,69.31,0.129,69.2,990,2.5420000000000003,99.2
2017-01-03 10:30:00,2017,1,3,10,30,19,19,0,1.8,5,4,66.45,0.129,69.2,990,2.419,99.08
2017-01-03 11:00:00,2017,1,3,11,0,134,134,0,1.9,5,8,64.23,0.129,60.1,990,2.297,100.0
2017-01-03 11:30:00,2017,1,3,11,30,7,7,0,1.8,5,8,62.71,0.129,60.1,990,2.239,100.0
2017-01-03 12:00:00,2017,1,3,12,0,94,94,0,1.7000000000000002,6,8,61.96,0.129,67.5,990,2.181,95.83
2017-01-03 12:30:00,2017,1,3,12,30,7,7,0,1.3,6,8,61.99,0.129,67.5,990,2.241,95.77
2017-01-03 13:00:00,2017,1,3,13,0,55,55,0,0.9,6,8,62.82,0.129,84.7,990,2.302,96.57
2017-01-03 13:30:00,2017,1,3,13,30,44,44,0,0.6000000000000001,6,8,64.4,0.129,84.7,980,2.446,96.53
2017-01-03 14:00:00,2017,1,3,14,0,39,39,0,0.4,6,8,66.68,0.129,158.8,980,2.591,96.55
2017-01-03 14:30:00,2017,1,3,14,30,305,94,605,0.5,5,1,69.60000000000001,0.129,158.8,980,2.654,96.51
2017-01-03 15:00:00,2017,1,3,15,0,242,85,538,0.6000000000000001,5,8,73.07000000000001,0.129,213.5,980,2.718,96.29
2017-01-03 15:30:00,2017,1,3,15,30,173,72,450,0.4,5,8,77.01,0.129,213.5,980,2.727,100.0
2017-01-03 16:00:00,2017,1,3,16,0,102,54,316,0.3,5,8,81.36,0.129,203.9,980,2.738,100.0
2017-01-03 16:30:00,2017,1,3,16,30,37,27,140,0.4,5,8,86.05,0.129,203.9,980,2.709,100.0
2017-01-03 17:00:00,2017,1,3,17,0,0,0,0,0.6000000000000001,5,8,91.01,0.129,199.2,980,2.681,100.0
2017-01-03 17:30:00,2017,1,3,17,30,0,0,0,0.7000000000000001,4,8,96.21,0.129,199.2,980,2.605,100.0
2017-01-03 18:00:00,2017,1,3,18,0,0,0,0,0.8,4,8,101.59,0.129,198.7,980,2.529,100.0
2017-01-03 18:30:00,2017,1,3,18,30,0,0,0,0.8,4,8,107.13,0.129,198.7,980,2.448,100.0
2017-01-03 19:00:00,2017,1,3,19,0,0,0,0,0.8,4,4,112.78,0.129,200.1,980,2.367,100.0
2017-01-03 19:30:00,2017,1,3,19,30,0,0,0,0.8,4,1,118.52,0.129,200.1,980,2.331,100.0
2017-01-03 20:00:00,2017,1,3,20,0,0,0,0,0.9,4,1,124.31,0.129,199.7,980,2.295,100.0
2017-01-03 20:30:00,2017,1,3,20,30,0,0,0,0.9,4,1,130.12,0.129,199.7,980,2.279,100.0
2017-01-03 21:00:00,2017,1,3,21,0,0,0,0,1.0,4,7,135.92000000000002,0.129,199.8,980,2.264,100.0
2017-01-03 21:30:00,2017,1,3,21,30,0,0,0,1.0,4,4,141.64,0.129,199.8,980,2.277,100.0
2017-01-03 22:00:00,2017,1,3,22,0,0,0,0,1.0,4,8,147.21,0.129,205.1,980,2.291,100.0
2017-01-03 22:30:00,2017,1,3,22,30,0,0,0,1.0,4,7,152.5,0.129,205.1,980,2.349,100.0
2017-01-03 23:00:00,2017,1,3,23,0,0,0,0,1.0,4,8,157.28,0.129,212.1,980,2.4090000000000003,100.0
2017-01-03 23:30:00,2017,1,3,23,30,0,0,0,1.2000000000000002,4,8,161.11,0.129,212.1,980,2.4130000000000003,100.0
2017-01-04 00:00:00,2017,1,4,0,0,0,0,0,1.4,4,8,163.3,0.129,219.8,980,2.4170000000000003,100.0
2017-01-04 00:30:00,2017,1,4,0,30,0,0,0,1.6,4,4,163.20000000000002,0.129,219.8,980,2.279,100.0
2017-01-04 01:00:00,2017,1,4,1,0,0,0,0,1.8,4,4,160.84,0.129,230.6,980,2.142,100.0
2017-01-04 01:30:00,2017,1,4,1,30,0,0,0,2.0,4,7,156.92000000000002,0.129,230.6,980,1.992,100.0
2017-01-04 02:00:00,2017,1,4,2,0,0,0,0,2.2,4,1,152.09,0.129,249.3,980,1.844,100.0
2017-01-04 02:30:00,2017,1,4,2,30,0,0,0,2.4000000000000004,4,1,146.77,0.129,249.3,980,1.735,100.0
2017-01-04 03:00:00,2017,1,4,3,0,0,0,0,2.6,5,1,141.18,0.129,264.5,980,1.627,100.0
2017-01-04 03:30:00,2017,1,4,3,30,0,0,0,2.5,5,1,135.44,0.129,264.5,980,1.526,100.0
2017-01-04 04:00:00,2017,1,4,4,0,0,0,0,2.5,5,1,129.64,0.129,279.0,980,1.425,100.0
2017-01-04 04:30:00,2017,1,4,4,30,0,0,0,2.4000000000000004,5,1,123.83,0.129,279.0,980,1.335,100.0
2017-01-04 05:00:00,2017,1,4,5,0,0,0,0,2.3000000000000003,5,8,118.04,0.129,290.90000000000003,980,1.245,100.0
2017-01-04 05:30:00,2017,1,4,5,30,0,0,0,2.0,5,8,112.3,0.129,290.90000000000003,980,1.197,100.0
2017-01-04 06:00:00,2017,1,4,6,0,0,0,0,1.7000000000000002,5,8,106.65,0.129,294.90000000000003,980,1.15,100.0
2017-01-04 06:30:00,2017,1,4,6,30,0,0,0,1.6,5,8,101.13,0.129,294.90000000000003,980,1.145,100.0
2017-01-04 07:00:00,2017,1,4,7,0,0,0,0,1.5,5,8,95.75,0.129,289.90000000000003,980,1.14,98.8
2017-01-04 07:30:00,2017,1,4,7,30,0,0,0,1.6,5,4,90.56,0.129,289.90000000000003,980,1.15,98.82
2017-01-04 08:00:00,2017,1,4,8,0,20,20,0,1.8,6,8,85.61,0.129,283.5,980,1.162,93.94
2017-01-04 08:30:00,2017,1,4,8,30,49,49,0,2.1,6,8,80.95,0.129,283.5,980,1.166,93.98
2017-01-04 09:00:00,2017,1,4,9,0,81,81,0,2.5,7,8,76.62,0.129,278.8,980,1.171,90.62
2017-01-04 09:30:00,2017,1,4,9,30,111,108,7,3.1,8,8,72.7,0.129,278.8,980,1.159,84.68
2017-01-04 10:00:00,2017,1,4,10,0,139,133,17,3.8,9,8,69.27,0.129,283.6,980,1.147,75.45
2017-01-04 10:30:00,2017,1,4,10,30,181,163,46,4.3,9,8,66.39,0.129,283.6,980,1.098,75.45
2017-01-04 11:00:00,2017,1,4,11,0,439,81,820,4.9,10,1,64.15,0.129,285.1,980,1.05,64.35
2017-01-04 11:30:00,2017,1,4,11,30,385,150,512,5.1000000000000005,10,8,62.620000000000005,0.129,285.1,980,0.965,64.33
2017-01-04 12:00:00,2017,1,4,12,0,488,79,868,5.300000000000001,10,1,61.86,0.129,284.5,980,0.88,58.870000000000005
2017-01-04 12:30:00,2017,1,4,12,30,490,79,872,5.4,10,0,61.88,0.129,284.5,980,0.784,58.870000000000005
2017-01-04 13:00:00,2017,1,4,13,0,482,69,900,5.6000000000000005,10,0,62.690000000000005,0.129,284.3,980,0.6900000000000001,50.77
2017-01-04 13:30:00,2017,1,4,13,30,425,64,829,5.6000000000000005,9,8,64.27,0.129,284.3,980,0.601,54.31
2017-01-04 14:00:00,2017,1,4,14,0,415,60,892,5.7,9,0,66.54,0.129,284.7,980,0.513,44.43
2017-01-04 14:30:00,2017,1,4,14,30,360,56,864,5.5,8,0,69.46000000000001,0.129,284.7,980,0.451,47.56
2017-01-04 15:00:00,2017,1,4,15,0,294,49,832,5.300000000000001,7,0,72.92,0.129,286.5,980,0.39,43.27
2017-01-04 15:30:00,2017,1,4,15,30,217,43,764,4.800000000000001,6,0,76.86,0.129,286.5,990,0.362,46.37
2017-01-04 16:00:00,2017,1,4,16,0,135,34,661,4.3,5,1,81.21000000000001,0.129,288.3,990,0.335,47.11
2017-01-04 16:30:00,2017,1,4,16,30,55,21,471,4.1000000000000005,3,1,85.9,0.129,288.3,990,0.322,54.24
2017-01-04 17:00:00,2017,1,4,17,0,0,0,0,3.9,2,1,90.86,0.129,289.3,990,0.31,56.34
2017-01-04 17:30:00,2017,1,4,17,30,0,0,0,3.8,1,1,96.06,0.129,289.3,990,0.303,60.55
2017-01-04 18:00:00,2017,1,4,18,0,0,0,0,3.8,1,1,101.45,0.129,289.5,990,0.297,58.23
2017-01-04 18:30:00,2017,1,4,18,30,0,0,0,3.8,0,1,106.98,0.129,289.5,990,0.295,62.620000000000005
2017-01-04 19:00:00,2017,1,4,19,0,0,0,0,3.8,0,1,112.63,0.129,288.8,990,0.293,60.31
2017-01-04 19:30:00,2017,1,4,19,30,0,0,0,3.7,0,1,118.37,0.129,288.8,990,0.288,60.32
2017-01-04 20:00:00,2017,1,4,20,0,0,0,0,3.6,0,1,124.16,0.129,288.0,990,0.284,57.66
2017-01-04 20:30:00,2017,1,4,20,30,0,0,0,3.3000000000000003,0,1,129.98,0.129,288.0,990,0.28,57.68
2017-01-04 21:00:00,2017,1,4,21,0,0,0,0,3.1,-1,1,135.77,0.129,287.1,990,0.277,59.56
2017-01-04 21:30:00,2017,1,4,21,30,0,0,0,2.8000000000000003,-1,1,141.49,0.129,287.1,990,0.277,59.57
2017-01-04 22:00:00,2017,1,4,22,0,0,0,0,2.6,-2,1,147.06,0.129,285.6,990,0.278,62.1
2017-01-04 22:30:00,2017,1,4,22,30,0,0,0,2.4000000000000004,-2,1,152.35,0.129,285.6,990,0.283,62.120000000000005
2017-01-04 23:00:00,2017,1,4,23,0,0,0,0,2.2,-3,0,157.13,0.129,283.2,990,0.289,65.71000000000001
2017-01-04 23:30:00,2017,1,4,23,30,0,0,0,2.0,-3,0,160.96,0.129,283.2,990,0.3,65.71000000000001
2017-01-05 00:00:00,2017,1,5,0,0,0,0,0,1.9,-3,1,163.18,0.129,281.1,990,0.312,65.14
2017-01-05 00:30:00,2017,1,5,0,30,0,0,0,1.8,-3,1,163.11,0.129,281.1,990,0.332,65.15
2017-01-05 01:00:00,2017,1,5,1,0,0,0,0,1.7000000000000002,-4,1,160.8,0.129,280.1,990,0.353,70.03
2017-01-05 01:30:00,2017,1,5,1,30,0,0,0,1.6,-4,1,156.9,0.129,280.1,990,0.381,70.06
2017-01-05 02:00:00,2017,1,5,2,0,0,0,0,1.6,-4,1,152.09,0.129,279.5,990,0.41,70.0
2017-01-05 02:30:00,2017,1,5,2,30,0,0,0,1.6,-4,0,146.78,0.129,279.5,990,0.439,70.02
2017-01-05 03:00:00,2017,1,5,3,0,0,0,0,1.7000000000000002,-4,1,141.20000000000002,0.129,281.5,990,0.469,71.10000000000001
2017-01-05 03:30:00,2017,1,5,3,30,0,0,0,1.6,-3,1,135.47,0.129,281.5,990,0.496,65.98
2017-01-05 04:00:00,2017,1,5,4,0,0,0,0,1.6,-3,1,129.67000000000002,0.129,285.40000000000003,990,0.524,67.99
2017-01-05 04:30:00,2017,1,5,4,30,0,0,0,1.5,-3,1,123.85,0.129,285.40000000000003,990,0.55,68.0
2017-01-05 05:00:00,2017,1,5,5,0,0,0,0,1.4,-3,1,118.06,0.129,288.5,990,0.577,70.07000000000001
2017-01-05 05:30:00,2017,1,5,5,30,0,0,0,1.2000000000000002,-3,8,112.32,0.129,288.5,990,0.602,70.09
2017-01-05 06:00:00,2017,1,5,6,0,0,0,0,1.1,-3,8,106.67,0.129,292.0,1000,0.628,71.99
2017-01-05 06:30:00,2017,1,5,6,30,0,0,0,1.1,-3,6,101.14,0.129,292.0,1000,0.651,72.01
2017-01-05 07:00:00,2017,1,5,7,0,0,0,0,1.2000000000000002,-3,8,95.76,0.129,294.90000000000003,1000,0.675,72.99
2017-01-05 07:30:00,2017,1,5,7,30,0,0,0,1.3,-2,8,90.56,0.129,294.90000000000003,1000,0.7030000000000001,67.79
2017-01-05 08:00:00,2017,1,5,8,0,20,20,0,1.5,-2,8,85.60000000000001,0.129,296.7,1000,0.732,62.41
2017-01-05 08:30:00,2017,1,5,8,30,49,49,0,1.6,-1,6,80.93,0.129,296.7,1000,0.764,58.0
2017-01-05 09:00:00,2017,1,5,9,0,78,78,0,1.8,-1,8,76.59,0.129,292.40000000000003,1000,0.796,53.53
2017-01-05 09:30:00,2017,1,5,9,30,106,106,2,1.8,-1,8,72.66,0.129,292.40000000000003,1000,0.8250000000000001,53.53
2017-01-05 10:00:00,2017,1,5,10,0,130,128,7,1.8,-1,8,69.21000000000001,0.129,282.6,1000,0.855,53.71
2017-01-05 10:30:00,2017,1,5,10,30,220,173,116,1.8,0,8,66.33,0.129,282.6,1000,0.877,49.93
2017-01-05 11:00:00,2017,1,5,11,0,263,192,162,1.9,0,8,64.07000000000001,0.129,270.3,1000,0.899,51.77
2017-01-05 11:30:00,2017,1,5,11,30,267,205,134,1.9,0,8,62.53,0.129,270.3,1000,0.916,51.75
2017-01-05 12:00:00,2017,1,5,12,0,246,207,82,1.9,0,8,61.75,0.129,252.3,990,0.933,54.67
